1,35
1,34
1,30
1,23
1,29
1,38
1,83
2,100
2,88
2,57
2,66
2,57
2,76
2,65
3,69
3,45
3,37
3,54
3,42
3,49
3,38
4,42
4,39
4,42
4,39
4,45
4,44
4,38
5,46
5,50
5,44
5,20
5,37
5,39
5,32
6,38
6,33
6,32
6,26
6,32
6,36
6,41
7,45
7,27
7,66
7,45
7,37
7,38
7,37
8,30
8,30
8,40
8,26
8,27
8,46
8,31
